experiment;cluster_rmse;cluster_count;cluster_r2;cluster_mape;cluster_mape0;case_rmse;case_count;case_r2;case_mape;case_mape0;case_top_decile_accuracy;case_top_decile_f1;case_top_decile_precision;case_top_decile_recall;case_bottom_decile_accuracy;case_bottom_decile_f1;case_bottom_decile_precision;case_bottom_decile_recall;dataset;clustering_parameter_type;clustering_parameter;clustering_method;model_type;prediction_activity;target_activity
AHOT_native_147_rho;24.001822308620294;354.0;-1.3398327359296425;0.7605134557779949;0.7605134557779949;23.754657104131237;171458.0;-0.12123422171963473;2.6440596269215697;2.6440596269215697;0.5008936798316712;0.10160396617089527;0.1016039661708953;0.1016039661708953;0.5056893518036839;0.11023622047244094;0.11023622047244094;0.11023622047244094;bpic2019;cluster_size;147;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_148_rho;23.99713178079309;354.0;-1.3389183071813058;0.7630259857793179;0.7630259857793179;23.75633953747134;171458.0;-0.12139305109199873;2.6382367491623206;2.6382367491623206;0.4983662310896645;0.09705453484981044;0.09705453484981044;0.09705453484981044;0.5038747732196792;0.10696996208807233;0.10696996208807233;0.10696996208807233;bpic2019;cluster_size;148;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_149_rho;24.006202300655406;353.0;-1.3342787547863546;0.7612442739896567;0.7612442739896567;23.764067795028645;171458.0;-0.12212277832618355;2.6379916921329105;2.6379916921329105;0.4994031331376673;0.0989209682123068;0.0989209682123068;0.0989209682123068;0.5034535317626779;0.1062117235345582;0.10621172353455817;0.10621172353455817;bpic2019;cluster_size;149;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_14_rho;19.315788108529926;1534.0;-0.9415947272863304;0.7668874133901604;0.7668874133901604;23.187545720572402;171458.0;-0.06833727027889491;2.4779258224436704;2.4779258224436704;0.5023194201476749;0.1041703120443278;0.1041703120443278;0.1041703120443278;0.5023518233366752;0.1042286380869058;0.1042286380869058;0.1042286380869058;bpic2019;cluster_size;14;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_150_rho;24.200920108153294;353.0;-1.372299679327707;0.7733612600235685;0.7733612600235685;23.771352808018648;171458.0;-0.12281087028793534;2.641684838978978;2.641684838978978;0.5002780192406696;0.1004957713619131;0.1004957713619131;0.1004957713619131;0.5087352515696921;0.11571886847477394;0.115718868474774;0.115718868474774;bpic2019;cluster_size;150;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_151_rho;23.993540658227953;353.0;-1.3318170569126964;0.7586293290359419;0.7586293290359419;23.759370166042107;171458.0;-0.12167918461788264;2.6394340824608293;2.6394340824608293;0.500796470264671;0.10142898804316126;0.10142898804316128;0.10142898804316128;0.5050088848346822;0.10901137357830268;0.1090113735783027;0.1090113735783027;bpic2019;cluster_size;151;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_152_rho;23.962113243313368;353.0;-1.325712498261741;0.7547661883164383;0.7547661883164383;23.75390045713341;171458.0;-0.12116279446286635;2.643406935105539;2.643406935105539;0.4996947618386681;0.09944590259550888;0.0994459025955089;0.0994459025955089;0.5052357071576828;0.1094196558763488;0.1094196558763488;0.1094196558763488;bpic2019;cluster_size;152;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_153_rho;23.951059078875016;353.0;-1.323567205135248;0.7545148658001186;0.7545148658001186;23.73616313931396;171458.0;-0.1194890486175446;2.6464023623545208;2.6464023623545208;0.500796470264671;0.10142898804316126;0.10142898804316128;0.10142898804316128;0.5057541581816842;0.11035287255759696;0.11035287255759696;0.11035287255759696;bpic2019;cluster_size;153;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_154_rho;24.081011664582338;353.0;-1.3488498223636831;0.7641276681112049;0.7641276681112049;23.763290756220933;171458.0;-0.12204939706014463;2.6432655697301666;2.6432655697301666;0.4977505704986629;0.09594634004082823;0.09594634004082823;0.09594634004082823;0.5055921422366837;0.11006124234470692;0.1100612423447069;0.1100612423447069;bpic2019;cluster_size;154;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_155_rho;24.003069665633568;353.0;-1.333669581692165;0.7565929261611911;0.7565929261611911;23.746710193902487;171458.0;-0.12048414924101425;2.6415248589544893;2.6415248589544893;0.4972645226636616;0.09507144940215806;0.09507144940215806;0.09507144940215806;0.5054949326696835;0.10988626421697288;0.10988626421697288;0.10988626421697288;bpic2019;cluster_size;155;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_156_rho;23.979047794862385;353.0;-1.3290009240258709;0.7573314195811214;0.7573314195811214;23.75361469415989;171458.0;-0.12113581911308202;2.64038754181183;2.64038754181183;0.4984310374676647;0.09717118693496646;0.09717118693496646;0.09717118693496646;0.5044580306216807;0.10801983085447654;0.10801983085447653;0.10801983085447653;bpic2019;cluster_size;156;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_157_rho;24.023732405996856;352.0;-1.337146649983736;0.7563610272658873;0.7563610272658873;23.762148412575108;171458.0;-0.12194152183328265;2.639962735791621;2.639962735791621;0.4994031331376673;0.0989209682123068;0.0989209682123068;0.0989209682123068;0.5053977231026832;0.10971128608923884;0.10971128608923884;0.10971128608923884;bpic2019;cluster_size;157;native;AHOT;Vendor creates invoice;Record Invoice Receipt
